property_id,url,property_type,price,rooms,area,state,has_open_fire,property_subtype,postal_code,locality,sale_type,facades_number,is_furnished,has_terrace,has_garden,has_swimming_pool,has_equipped_kitchen
rbt20132,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbt20132,House,498000.0,5.0,,Normal,,residence,8800.0,roeselare,standard,2.0,0.0,1.0,1.0,,Super equipped
rbs09480,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbs09480,House,168000.0,2.0,117.0,,,residence,8800.0,roeselare,standard,2.0,,0.0,0.0,,
rbt38117,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbt38117,House,159000.0,3.0,149.0,,,residence,8800.0,roeselare,standard,2.0,,0.0,1.0,,
rbt88212,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbt88212,House,209000.0,4.0,211.0,To be renovated,,residence,8800.0,roeselare,standard,3.0,0.0,0.0,0.0,,
rbu02928,https://immovlan.be/en/detail/villa/for-sale/8800/rumbeke/rbu02928,House,649000.0,5.0,265.0,Normal,,villa,8800.0,rumbeke,standard,4.0,0.0,1.0,1.0,,
rbu20709,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu20709,House,299000.0,4.0,208.0,Fully renovated,,residence,8800.0,roeselare,standard,3.0,,1.0,1.0,,
rbu18498,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu18498,House,215000.0,3.0,120.0,Excellent,,residence,8800.0,roeselare,standard,2.0,,1.0,1.0,,
rbu07446,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu07446,House,195000.0,4.0,144.0,Normal,,residence,8800.0,roeselare,standard,2.0,0.0,1.0,1.0,,
rbu42058,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu42058,House,129000.0,3.0,113.0,,,residence,8800.0,roeselare,standard,2.0,,0.0,0.0,,
rbu38655,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu38655,House,139000.0,3.0,124.0,To be renovated,,residence,8800.0,roeselare,standard,2.0,0.0,0.0,0.0,,
rbu27155,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu27155,House,259000.0,4.0,149.0,Excellent,,residence,8800.0,roeselare,standard,3.0,,1.0,1.0,,
rbu43969,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu43969,House,289000.0,4.0,144.0,Excellent,,residence,8800.0,roeselare,standard,2.0,,1.0,1.0,,
rbu58947,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu58947,House,374000.0,3.0,154.0,New,,residence,8800.0,roeselare,standard,3.0,0.0,1.0,1.0,No,Fully equipped
rbu42484,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu42484,House,275000.0,4.0,133.0,Normal,,residence,8800.0,roeselare,standard,2.0,0.0,1.0,1.0,,
rbu29471,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu29471,House,238000.0,3.0,151.0,,,residence,8800.0,roeselare,standard,2.0,,1.0,1.0,,
rbt63783,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbt63783,House,279000.0,3.0,124.0,,,residence,8800.0,roeselare,standard,2.0,,0.0,1.0,,
rbu61406,https://immovlan.be/en/detail/residence/for-sale/8800/rumbeke/rbu61406,House,210000.0,2.0,156.0,Normal,,residence,8800.0,rumbeke,standard,2.0,0.0,1.0,0.0,,
rbu60147,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu60147,House,399000.0,3.0,152.0,,,residence,8800.0,roeselare,standard,3.0,,1.0,1.0,,
rbu61743,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu61743,House,175000.0,4.0,153.0,To be renovated,,residence,8800.0,roeselare,standard,2.0,,1.0,1.0,,
rbu63101,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu63101,House,235000.0,4.0,141.0,,,residence,8800.0,roeselare,standard,2.0,,1.0,1.0,,
rbu62026,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu62026,House,2350000.0,3.0,700.0,Excellent,,residence,8800.0,roeselare,standard,4.0,1.0,1.0,1.0,No,
rbu62025,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu62025,House,450000.0,4.0,150.0,Excellent,,residence,8800.0,roeselare,standard,3.0,,1.0,1.0,No,Super equipped
rbu64262,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu64262,House,249500.0,3.0,123.0,Normal,,residence,8800.0,roeselare,standard,2.0,0.0,1.0,1.0,No,Fully equipped
vbd42383,https://immovlan.be/en/detail/mixed-building/for-sale/4800/verviers/vbd42383,Other,299999.0,3.0,149.0,Normal,,mixed-building,4800.0,verviers,standard,2.0,0.0,1.0,0.0,No,Fully equipped
vbc86480,https://immovlan.be/en/detail/mixed-building/for-sale/4800/verviers/vbc86480,Other,149000.0,3.0,296.0,,,mixed-building,4800.0,verviers,standard,,,,,,
vaz55302,https://immovlan.be/en/detail/villa/for-sale/4801/stembert/vaz55302,House,395000.0,4.0,180.0,Normal,,villa,4801.0,stembert,standard,4.0,0.0,1.0,1.0,,Not equipped
vbd32644,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd32644,House,359000.0,3.0,172.0,Excellent,,residence,4800.0,verviers,standard,2.0,0.0,1.0,1.0,No,Fully equipped
vay70615,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vay70615,House,210000.0,4.0,137.0,,,residence,4800.0,verviers,standard,3.0,0.0,1.0,1.0,,
vbc89098,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc89098,House,229000.0,5.0,227.0,To renovate,,residence,4800.0,verviers,standard,3.0,0.0,1.0,0.0,No,
vba05813,https://immovlan.be/en/detail/residence/for-sale/4802/heusy/vba05813,House,245000.0,3.0,160.0,,,residence,4802.0,heusy,standard,,0.0,1.0,1.0,,Super equipped
vbb14084,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbb14084,House,315000.0,4.0,215.0,Normal,,residence,4800.0,verviers,standard,3.0,0.0,1.0,1.0,,Super equipped
vba94874,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vba94874,House,370000.0,4.0,135.0,,,residence,4801.0,stembert,standard,3.0,0.0,1.0,0.0,,Super equipped
vbb77316,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbb77316,House,160000.0,3.0,103.0,To be renovated,,residence,4801.0,stembert,standard,2.0,0.0,1.0,1.0,,Fully equipped
vbb16012,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbb16012,House,149000.0,3.0,138.0,To be renovated,,residence,4801.0,stembert,standard,2.0,0.0,0.0,1.0,,Not equipped
vbb80381,https://immovlan.be/en/detail/villa/for-sale/4802/heusy/vbb80381,House,369000.0,4.0,152.0,,,villa,4802.0,heusy,standard,4.0,0.0,1.0,1.0,,Super equipped
vbc30687,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbc30687,House,245000.0,2.0,154.0,,,residence,4801.0,stembert,standard,2.0,0.0,1.0,1.0,,Super equipped
vbc57723,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc57723,House,179000.0,3.0,140.0,Normal,,residence,4800.0,verviers,standard,2.0,0.0,1.0,0.0,,Partially equipped
vbc55096,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc55096,House,145000.0,4.0,186.0,,,residence,4800.0,verviers,standard,2.0,0.0,1.0,0.0,,
vbc61191,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbc61191,House,175000.0,3.0,125.0,Normal,,residence,4801.0,stembert,standard,2.0,0.0,1.0,1.0,,Partially equipped
vbc75919,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc75919,House,155000.0,4.0,163.0,To be renovated,,residence,4800.0,verviers,standard,2.0,0.0,1.0,1.0,,
vbd28188,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbd28188,House,295000.0,4.0,140.0,Normal,,residence,4801.0,stembert,standard,2.0,0.0,1.0,0.0,,
vay69184,https://immovlan.be/en/detail/mixed-building/for-sale/4800/verviers/vay69184,Other,995000.0,,,,,mixed-building,4800.0,verviers,standard,2.0,0.0,0.0,0.0,,
vaz23466,https://immovlan.be/en/detail/mixed-building/for-sale/4800/verviers/vaz23466,Other,114000.0,2.0,148.0,To be renovated,,mixed-building,4800.0,verviers,standard,3.0,0.0,1.0,1.0,No,Not equipped
vbd42481,https://immovlan.be/en/detail/mixed-building/for-sale/4800/verviers/vbd42481,Other,269000.0,8.0,526.0,To be renovated,,mixed-building,4800.0,verviers,standard,3.0,0.0,1.0,0.0,No,Fully equipped
vbd42384,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd42384,House,259000.0,4.0,170.0,Normal,,residence,4800.0,verviers,standard,2.0,0.0,1.0,1.0,No,Fully equipped
vbc92964,https://immovlan.be/en/detail/residence/for-sale/4800/lambermont/vbc92964,House,245000.0,4.0,106.0,,,residence,4800.0,lambermont,standard,2.0,0.0,0.0,1.0,,
vay56314,https://immovlan.be/en/detail/mixed-building/for-sale/4800/verviers/vay56314,Other,179000.0,3.0,158.0,Normal,,mixed-building,4800.0,verviers,standard,2.0,0.0,0.0,0.0,No,Partially equipped
vbd42957,https://immovlan.be/en/detail/residence/for-sale/4800/lambermont/vbd42957,House,249000.0,4.0,192.0,,,residence,4800.0,lambermont,standard,2.0,,1.0,1.0,,
vbd42909,https://immovlan.be/en/detail/residence/for-sale/4802/heusy/vbd42909,House,379000.0,7.0,248.0,To be renovated,,residence,4802.0,heusy,standard,3.0,0.0,1.0,1.0,No,
vbd43844,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd43844,House,224000.0,5.0,128.0,,,residence,4800.0,verviers,standard,,0.0,0.0,1.0,,
vbd27094,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd27094,House,135000.0,2.0,67.0,To renovate,,residence,4800.0,verviers,standard,2.0,,1.0,1.0,No,
vbc95223,https://immovlan.be/en/detail/master-house/for-sale/4802/heusy/vbc95223,Other,795600.0,4.0,273.0,Normal,,master-house,4802.0,heusy,standard,4.0,,1.0,1.0,No,Fully equipped
vbc65779,https://immovlan.be/en/detail/residence/for-sale/4802/heusy/vbc65779,House,149000.0,4.0,122.0,To be renovated,,residence,4802.0,heusy,standard,2.0,,,1.0,No,
vbd29106,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd29106,House,152000.0,2.0,137.0,To be renovated,,residence,4800.0,verviers,standard,2.0,0.0,1.0,0.0,,
vbd29105,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd29105,House,145000.0,4.0,221.0,To be renovated,,residence,4800.0,verviers,standard,2.0,0.0,0.0,1.0,,
vbd44286,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbd44286,House,479000.0,4.0,162.0,Excellent,,residence,4801.0,stembert,standard,,,,,,
vbd34955,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd34955,House,275000.0,2.0,198.0,Normal,,residence,4800.0,verviers,standard,2.0,,1.0,1.0,,
vbd43061,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbd43061,House,195000.0,2.0,120.0,Normal,,residence,4801.0,stembert,standard,2.0,,0.0,1.0,,
vbd42919,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd42919,House,224000.0,5.0,182.0,To be renovated,,residence,4800.0,verviers,standard,2.0,0.0,1.0,1.0,No,
vbd15723,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd15723,House,115000.0,5.0,221.0,To be renovated,,residence,4800.0,verviers,standard,2.0,,,1.0,No,
vbd44330,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd44330,House,130000.0,5.0,246.0,,,residence,4800.0,verviers,standard,2.0,0.0,0.0,0.0,,
vbd14736,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd14736,House,199000.0,5.0,158.0,To renovate,,residence,4800.0,verviers,standard,2.0,0.0,1.0,1.0,No,
vbd15969,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd15969,House,230000.0,4.0,182.0,Normal,,residence,4800.0,verviers,standard,2.0,,1.0,1.0,No,Fully equipped
vbd37938,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd37938,House,115000.0,2.0,148.0,To be renovated,,residence,4800.0,verviers,standard,2.0,0.0,1.0,1.0,No,
vbd16141,https://immovlan.be/en/detail/residence/for-sale/4800/lambermont/vbd16141,House,180000.0,2.0,127.0,To be renovated,,residence,4800.0,lambermont,standard,4.0,0.0,1.0,1.0,No,
vbd18172,https://immovlan.be/en/detail/villa/for-sale/4800/petit-rechain/vbd18172,House,995000.0,5.0,499.0,,,villa,4800.0,petit-rechain,standard,4.0,,1.0,1.0,,
vbd20373,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd20373,House,195000.0,3.0,169.0,To renovate,,residence,4800.0,verviers,standard,,,0.0,0.0,,
vbd19719,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd19719,House,122000.0,3.0,,To be renovated,,residence,4800.0,verviers,standard,2.0,,0.0,0.0,,
vbd21829,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd21829,House,399000.0,9.0,431.0,To be renovated,1.0,residence,4800.0,verviers,standard,4.0,0.0,1.0,1.0,No,Partially equipped
vbd26761,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd26761,House,75000.0,4.0,155.0,To be renovated,,residence,4800.0,verviers,standard,2.0,0.0,0.0,1.0,No,
vbd22337,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd22337,House,325000.0,4.0,171.0,,,residence,4800.0,verviers,standard,4.0,0.0,1.0,1.0,Yes,Fully equipped
vbd26024,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd26024,House,229000.0,5.0,150.0,,,residence,4800.0,verviers,standard,2.0,0.0,0.0,1.0,No,Fully equipped
vbd27474,https://immovlan.be/en/detail/mixed-building/for-sale/4800/verviers/vbd27474,Other,179000.0,3.0,127.0,To be renovated,,mixed-building,4800.0,verviers,standard,2.0,0.0,0.0,0.0,,
vbd28073,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd28073,House,330000.0,3.0,154.0,Normal,,residence,4800.0,verviers,standard,2.0,0.0,1.0,1.0,No,Fully equipped
vbd30654,https://immovlan.be/en/detail/villa/for-sale/4800/lambermont/vbd30654,House,259500.0,4.0,160.0,To be renovated,,villa,4800.0,lambermont,standard,4.0,0.0,1.0,1.0,,
vbc66113,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbc66113,House,149000.0,3.0,150.0,To be renovated,,residence,4801.0,stembert,standard,2.0,0.0,1.0,1.0,No,
vbd32233,https://immovlan.be/en/detail/mixed-building/for-sale/4802/heusy/vbd32233,Other,225000.0,2.0,86.0,,,mixed-building,4802.0,heusy,standard,2.0,0.0,1.0,0.0,,
vwd14998,https://immovlan.be/en/detail/residence/for-sale/4800/ensival/vwd14998,House,198000.0,3.0,115.0,Fully renovated,,residence,4800.0,ensival,standard,2.0,,1.0,1.0,,
vbb54578,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbb54578,House,750000.0,5.0,349.0,Excellent,,residence,4800.0,verviers,standard,4.0,,1.0,1.0,Yes,
vba59028,https://immovlan.be/en/detail/residence/for-sale/4800/petit-rechain/vba59028,House,599000.0,9.0,456.0,To be renovated,,residence,4800.0,petit-rechain,standard,4.0,,1.0,1.0,No,Partially equipped
vbd32380,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd32380,House,278500.0,3.0,115.0,Normal,,residence,4800.0,verviers,standard,3.0,1.0,1.0,1.0,No,Fully equipped
vbc09464,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc09464,House,172000.0,6.0,194.0,,,residence,4800.0,verviers,standard,2.0,0.0,1.0,1.0,,
vbb78018,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbb78018,House,149000.0,9.0,265.0,To be renovated,,residence,4800.0,verviers,standard,2.0,0.0,,1.0,No,Fully equipped
vbd32428,https://immovlan.be/en/detail/villa/for-sale/4802/heusy/vbd32428,House,350000.0,3.0,150.0,Excellent,,villa,4802.0,heusy,standard,4.0,0.0,1.0,1.0,No,Super equipped
vbc25298,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc25298,House,220000.0,6.0,277.0,To be renovated,,residence,4800.0,verviers,standard,2.0,0.0,1.0,1.0,No,Partially equipped
vbb88425,https://immovlan.be/en/detail/master-house/for-sale/4800/lambermont/vbb88425,Other,299000.0,9.0,794.0,To be renovated,,master-house,4800.0,lambermont,standard,2.0,0.0,1.0,1.0,No,
vbc38194,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc38194,House,260000.0,3.0,180.0,Normal,,residence,4800.0,verviers,standard,2.0,0.0,0.0,1.0,,Partially equipped
vbc51762,https://immovlan.be/en/detail/residence/for-sale/4802/heusy/vbc51762,House,795000.0,7.0,372.0,Normal,,residence,4802.0,heusy,standard,4.0,0.0,1.0,1.0,Yes,
vbb28194,https://immovlan.be/en/detail/residence/for-sale/4800/petit-rechain/vbb28194,House,390000.0,4.0,234.0,Normal,,residence,4800.0,petit-rechain,standard,3.0,,1.0,1.0,No,Fully equipped
vbc64666,https://immovlan.be/en/detail/mixed-building/for-sale/4800/verviers/vbc64666,Other,295000.0,4.0,174.0,,,mixed-building,4800.0,verviers,standard,2.0,0.0,0.0,0.0,,
vbc45132,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc45132,House,248000.0,3.0,200.0,,,residence,4800.0,verviers,standard,2.0,0.0,1.0,0.0,,
vwd13289,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vwd13289,House,395000.0,7.0,238.0,,,residence,4800.0,verviers,standard,3.0,,,1.0,,Fully equipped
vbc69111,https://immovlan.be/en/detail/mixed-building/for-sale/4802/heusy/vbc69111,Other,305000.0,2.0,150.0,Normal,,mixed-building,4802.0,heusy,standard,2.0,0.0,,,No,Partially equipped
vbc65778,https://immovlan.be/en/detail/residence/for-sale/4800/lambermont/vbc65778,House,379000.0,3.0,200.0,Fully renovated,,residence,4800.0,lambermont,standard,3.0,0.0,1.0,1.0,No,Super equipped
vbc79111,https://immovlan.be/en/detail/residence/for-sale/4802/heusy/vbc79111,House,320000.0,3.0,93.0,Normal,,residence,4802.0,heusy,standard,4.0,0.0,1.0,1.0,Yes,Fully equipped
vbc82574,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc82574,House,99000.0,5.0,155.0,To renovate,,residence,4800.0,verviers,standard,2.0,0.0,0.0,1.0,No,
vbc80524,https://immovlan.be/en/detail/mixed-building/for-sale/4800/ensival/vbc80524,Other,199000.0,4.0,189.0,To be renovated,,mixed-building,4800.0,ensival,standard,2.0,0.0,1.0,0.0,No,
vbc85000,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc85000,House,219000.0,4.0,124.0,Fully renovated,,residence,4800.0,verviers,standard,2.0,0.0,1.0,0.0,No,
vbc84185,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbc84185,House,249000.0,3.0,140.0,Normal,,residence,4801.0,stembert,standard,2.0,0.0,1.0,1.0,No,Fully equipped
vbc87999,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc87999,House,199000.0,2.0,96.0,Excellent,,residence,4800.0,verviers,standard,4.0,0.0,1.0,0.0,No,Fully equipped
vbc91292,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbc91292,House,170000.0,4.0,,Normal,,residence,4801.0,stembert,standard,4.0,,1.0,1.0,No,
vbc88707,https://immovlan.be/en/detail/residence/for-sale/4800/petit-rechain/vbc88707,House,199000.0,4.0,155.0,,,residence,4800.0,petit-rechain,standard,2.0,0.0,1.0,1.0,,Not equipped
vbc93283,https://immovlan.be/en/detail/master-house/for-sale/4800/verviers/vbc93283,Other,525000.0,6.0,530.0,Normal,,master-house,4800.0,verviers,standard,2.0,0.0,1.0,0.0,,
vbc61566,https://immovlan.be/en/detail/residence/for-sale/4800/ensival/vbc61566,House,82000.0,1.0,52.0,Normal,,residence,4800.0,ensival,standard,3.0,0.0,0.0,0.0,,Partially equipped
vbc97173,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc97173,House,89000.0,3.0,100.0,To be renovated,,residence,4800.0,verviers,standard,3.0,0.0,0.0,1.0,No,
vbc98082,https://immovlan.be/en/detail/residence/for-sale/4800/ensival/vbc98082,House,245000.0,5.0,198.0,,,residence,4800.0,ensival,standard,2.0,,1.0,1.0,,
vbd01109,https://immovlan.be/en/detail/residence/for-sale/4800/ensival/vbd01109,House,535000.0,4.0,250.0,,,residence,4800.0,ensival,standard,4.0,0.0,1.0,1.0,Yes,
vbc50520,https://immovlan.be/en/detail/master-house/for-sale/4802/heusy/vbc50520,Other,490000.0,7.0,350.0,Normal,,master-house,4802.0,heusy,standard,3.0,0.0,1.0,1.0,,
vbd00583,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd00583,House,270000.0,6.0,207.0,,,residence,4800.0,verviers,standard,3.0,0.0,1.0,1.0,No,
vbd01390,https://immovlan.be/en/detail/residence/for-sale/4800/ensival/vbd01390,House,259000.0,6.0,200.0,Normal,,residence,4800.0,ensival,standard,2.0,0.0,0.0,1.0,,
vbd02957,https://immovlan.be/en/detail/cottage/for-sale/4800/lambermont/vbd02957,House,185000.0,2.0,105.0,Under construction,,cottage,4800.0,lambermont,standard,2.0,0.0,1.0,1.0,No,
vbd06803,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd06803,House,159000.0,2.0,102.0,To be renovated,,residence,4800.0,verviers,standard,,,,,,
vbd06437,https://immovlan.be/en/detail/villa/for-sale/4800/ensival/vbd06437,House,665000.0,4.0,467.0,,,villa,4800.0,ensival,standard,4.0,,1.0,1.0,,
vbd08451,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd08451,House,165000.0,2.0,92.0,Normal,,residence,4800.0,verviers,standard,2.0,0.0,1.0,0.0,No,Fully equipped
vbd11498,https://immovlan.be/en/detail/mixed-building/for-sale/4800/verviers/vbd11498,Other,150000.0,5.0,290.0,To be renovated,,mixed-building,4800.0,verviers,standard,2.0,0.0,0.0,1.0,No,
vbd11101,https://immovlan.be/en/detail/mixed-building/for-sale/4800/verviers/vbd11101,Other,149000.0,3.0,220.0,To be renovated,,mixed-building,4800.0,verviers,standard,2.0,,1.0,,,
vbd37825,https://immovlan.be/en/detail/mixed-building/for-sale/4800/verviers/vbd37825,Other,1250000.0,,,,,mixed-building,4800.0,verviers,standard,,,,,,
vbd09920,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd09920,House,149000.0,4.0,126.0,Normal,,residence,4800.0,verviers,standard,2.0,0.0,1.0,1.0,No,Fully equipped
vbd12756,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd12756,House,115000.0,4.0,139.0,,,residence,4800.0,verviers,standard,2.0,0.0,1.0,0.0,,
vbd42666,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd42666,House,129000.0,4.0,122.0,Normal,,residence,4800.0,verviers,standard,2.0,0.0,1.0,1.0,,
vbb57890,https://immovlan.be/en/detail/residence/for-sale/4802/heusy/vbb57890,House,285000.0,4.0,142.0,Normal,,residence,4802.0,heusy,standard,4.0,,1.0,1.0,No,
vbd24232,https://immovlan.be/en/detail/master-house/for-sale/4800/lambermont/vbd24232,Other,317000.0,4.0,180.0,Excellent,,master-house,4800.0,lambermont,standard,2.0,0.0,1.0,1.0,No,Fully equipped
vbd45476,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd45476,House,292000.0,3.0,142.0,Normal,,residence,4800.0,verviers,standard,2.0,0.0,1.0,1.0,,
vbd44538,https://immovlan.be/en/detail/mixed-building/for-sale/4800/verviers/vbd44538,Other,290000.0,5.0,215.0,Normal,,mixed-building,4800.0,verviers,standard,2.0,0.0,1.0,1.0,No,Fully equipped
vbd45546,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd45546,House,260000.0,4.0,113.0,Normal,,residence,4800.0,verviers,standard,2.0,,1.0,,No,
vbd45725,https://immovlan.be/en/detail/residence/for-sale/4800/petit-rechain/vbd45725,House,545000.0,6.0,301.0,Excellent,,residence,4800.0,petit-rechain,standard,3.0,,1.0,1.0,,Super equipped
vbd45865,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd45865,House,165000.0,3.0,70.0,Normal,,residence,4800.0,verviers,standard,3.0,,0.0,0.0,No,Fully equipped
vbd46784,https://immovlan.be/en/detail/mixed-building/for-sale/4801/stembert/vbd46784,Other,247500.0,3.0,110.0,Normal,,mixed-building,4801.0,stembert,standard,2.0,0.0,1.0,1.0,,Fully equipped
vbd46443,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbd46443,House,299000.0,3.0,182.0,Normal,,residence,4801.0,stembert,standard,2.0,0.0,1.0,1.0,No,Super equipped
vbd47150,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd47150,House,990000.0,4.0,185.0,Excellent,,residence,4800.0,verviers,standard,4.0,,1.0,1.0,Yes,
vbd47052,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd47052,House,269000.0,8.0,526.0,To be renovated,,residence,4800.0,verviers,standard,,,,,,
vwd00161,https://immovlan.be/en/detail/residence/for-sale/4800/petit-rechain/vwd00161,House,338757.0,3.0,135.0,New,0.0,residence,4800.0,petit-rechain,standard,3.0,,1.0,1.0,No,
vbd13659,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd13659,House,197000.0,4.0,155.0,To be renovated,,residence,4800.0,verviers,standard,2.0,0.0,1.0,1.0,,
vbd44370,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbd44370,House,170000.0,4.0,,,,residence,4801.0,stembert,standard,,,0.0,1.0,,
vwc99080,https://immovlan.be/en/detail/residence/for-sale/4800/petit-rechain/vwc99080,House,353586.0,4.0,140.0,,0.0,residence,4800.0,petit-rechain,standard,3.0,,1.0,1.0,No,
vwc99079,https://immovlan.be/en/detail/residence/for-sale/4800/petit-rechain/vwc99079,House,360216.0,4.0,140.0,,0.0,residence,4800.0,petit-rechain,standard,,,1.0,1.0,No,
vbd47448,https://immovlan.be/en/detail/residence/for-sale/4800/petit-rechain/vbd47448,House,349000.0,4.0,228.0,,,residence,4800.0,petit-rechain,standard,3.0,,1.0,1.0,,
vbd35657,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd35657,House,230000.0,5.0,,To be renovated,,residence,4800.0,verviers,standard,2.0,,0.0,1.0,,
vwd15143,https://immovlan.be/en/detail/mixed-building/for-sale/4800/verviers/vwd15143,Other,290000.0,4.0,210.0,,,mixed-building,4800.0,verviers,standard,2.0,,,,,
vbd35197,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd35197,House,585000.0,3.0,101.0,,,residence,4800.0,verviers,standard,,,,,,
vbd36116,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd36116,House,255000.0,3.0,160.0,Excellent,,residence,4800.0,verviers,standard,4.0,0.0,1.0,1.0,No,
vbd37241,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd37241,House,175000.0,2.0,117.0,To renovate,,residence,4800.0,verviers,standard,3.0,0.0,1.0,1.0,No,
vbd38219,https://immovlan.be/en/detail/residence/for-sale/4802/heusy/vbd38219,House,260000.0,4.0,134.0,Normal,,residence,4802.0,heusy,standard,3.0,0.0,0.0,1.0,No,Fully equipped
vbd38218,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbd38218,House,79900.0,1.0,46.0,Normal,,residence,4800.0,verviers,standard,3.0,0.0,0.0,0.0,No,
